fname,set,num_sounds_without_noise,global_centroid
eb6e26723c5113896e4378d5eaf5342f,"background,cow,dog,monkey",3,1730.0663174972626
5f9390291ceb67ac03b38ddc6d225d4f,"background,cow,dog,sheep",3,1930.9137643534477
0604c078b19d535b39206556f033656a,"background,cow,donkey,elephant",3,2217.072522762184
697bdf3f4d9c46fe0b9e24824dca03bd,"background,cow,donkey,frog",3,2378.9793939330375
59032c73e119d68c6002a1d73d87ee12,"background,cow,donkey,horse",3,2301.228168922335
d075fbcdc6ffc972ffb12815ed79f76c,"background,cow,donkey,lion",3,2159.986477464939
1f82ea14c81943a18f029de124d3fc15,"background,cow,donkey,monkey",3,2432.4054847865614
9c1d868648a8e27190c2916dbefe9d4e,"background,cow,donkey,sheep",3,2442.819519177848
7ed3c8b1dc6032e49f996bad42398919,"background,cow,elephant,frog",3,1735.879891953531
c1bfcbf5112e40c87537db0918593cf2,"background,cow,elephant,horse",3,1714.6216244824648
2dc159e53fec9a0aff05949978d2570f,"background,cow,elephant,lion",3,1605.912410456739
d24c9c2874a0a1ab225d5e61592734ef,"background,cow,elephant,monkey",3,1856.8965297412842
c9e56e2f8b3dbc8ae2b50425875ce701,"background,cow,elephant,sheep",3,2066.0908856443675
6709f291c17ae10b9589608a57cd8f9b,"background,cow,frog,horse",3,1823.0260122300738
ffb6359b8d4d9176b6cf7708d6e7abc8,"background,cow,frog,lion",3,1673.9067931218083
0560e218e0efa9c8d11bb48e0ab68084,"background,cow,frog,monkey",3,1935.6200689864486
977d9e4897a7a2ca3861870ffe978e21,"background,cow,frog,sheep",3,2193.3021922751796
c7d83c4dac39d7e6e83d035c660dddf8,"background,cow,horse,lion",3,1663.5658253978552
551ea495ee57c953dcd7e0eb2d56a41b,"background,cow,horse,monkey",3,1943.530747987019
2162f6216f0ef9a3155f39e65f5fd751,"background,cow,horse,sheep",3,2119.8660909760674
bcfeb96d136ba4244a3553cabbeb5083,"background,cow,lion,monkey",3,1788.9770554348838
d353a53271795b9a4e2adf43967436e2,"background,cow,lion,sheep",3,2055.1516040460137
b19f1ab1da0825ab72444bb240239a6c,"background,cow,monkey,sheep",3,2260.405297859534
1a7a9662daff342bdae75188fb75910e,"background,dog,donkey,elephant",3,2085.5365680914515
880322e47b2e0a2898d5ecbe99fe74a9,"background,dog,donkey,frog",3,2194.174737759383
ec7d67a289e9f9d8c9e5c8ebb24982ff,"background,dog,donkey,horse",3,2165.468097140582
bdd3e7b9475f4d84d6ad7155859dec99,"background,dog,donkey,lion",3,2037.374653403937
c198e201073cbc4757d15dc293641152,"background,dog,donkey,monkey",3,2237.9842966968195
b9c2dfd422afbd5cc01d38a1e139ca4d,"background,dog,donkey,sheep",3,2233.3551820890166
73bca172858ffd1d9749038e4cc056fb,"background,dog,elephant,frog",3,1749.99615366554
57fb0b0b269cf7f56e23b5636832bb7d,"background,dog,elephant,horse",3,1761.285453606018
ddf98a6dc015f406b1f8c42e5ed28b46,"background,dog,elephant,lion",3,1670.0481858567582
4a2cfcf23bd61eb3ec45dfe6afd29de7,"background,dog,elephant,monkey",3,1812.7309849915625
7fdfac4096f1e6b428d50b24ffc141fa,"background,dog,elephant,sheep",3,1970.5308316932133
26f0a5e2617f422b375f22c2a862d625,"background,dog,frog,horse",3,1835.6223333587777
4a5c6a0cf63d62826715a05ea724d436,"background,dog,frog,lion",3,1705.7170878046966
5e9cca6808dd051d438e021deb906854,"background,dog,frog,monkey",3,1873.0301168447397
7cebd261c9705541f10279fa05d86a61,"background,dog,frog,sheep",3,2050.4132455407557
6b5956bfc5533caf656a6a615fbf0ae2,"background,dog,horse,lion",3,1740.2080618640182
de916b8678e0e89109855b0f9b66d176,"background,dog,horse,monkey",3,1918.4199804866685
2fe6fd1932c6c7cb8e276d1ad92602c4,"background,dog,horse,sheep",3,2021.8358118504661
8b6d0668d44f20fec90b7f23a80a12c4,"background,dog,lion,monkey",3,1770.1145267034306
e848629e6d5e850fde9ef8eff2309ec8,"background,dog,lion,sheep",3,1962.085986357941
152281789c8f4b04f15e322a67af965c,"background,dog,monkey,sheep",3,2112.5552916488436
00c8e7ff1729bace78601841deb64eee,"background,donkey,elephant,frog",3,2353.5976592569873
2451c3c91e539946fb3b4ef81df49c2d,"background,donkey,elephant,horse",3,2278.227471386413
cf6d8330ff62411a893bf47301a9df30,"background,donkey,elephant,lion",3,2165.8971018940915
3b03b88ba09a03efe2fbaee692a35c4d,"background,donkey,elephant,monkey",3,2395.8486587296147
16113020b1e9d6fee805fe59edcc77e8,"background,donkey,elephant,sheep",3,2402.8528813398484
44e10c5268a5252727b9d7f0bf858e6e,"background,donkey,frog,horse",3,2459.973949073492
0d704498ee84a1addd24b4bb81b8c7a6,"background,donkey,frog,lion",3,2301.3001600469006
31e9550f107423af730c185e7aab9d67,"background,donkey,frog,monkey",3,2607.521199443323
0c15c9fa80c5eaf6350128a304cbb148,"background,donkey,frog,sheep",3,2574.7167192245392
a2885dfad18e3943391bcc7681d17d75,"background,donkey,horse,lion",3,2256.472444994328
aab8d93ee63bf4f9e13d5cb4ddfe9831,"background,donkey,horse,monkey",3,2505.3490823084476
c6aac5b8ebce3b56960c7e599b246f08,"background,donkey,horse,sheep",3,2493.173158397108
0c836e4228ebbaeeeaa9e973031b697f,"background,donkey,lion,monkey",3,2350.0782335028703
a56fb5ecc5fe9ec52205f107eb067550,"background,donkey,lion,sheep",3,2351.276059815863
ca436091238581acfc8b7c99e72952ba,"background,donkey,monkey,sheep",3,2606.9744725702303
81e24ae7159576b4abf04a9d8f661276,"background,elephant,frog,horse",3,1844.7103145419383
c13260cc68ba038f9863d36e78811929,"background,elephant,frog,lion",3,1735.8971506366133
d28d855450924b4d91c09e1f0a085141,"background,elephant,frog,monkey",3,1983.9731821667976
ab5f2f4d69170affc0d12222fa270e92,"background,elephant,frog,sheep",3,2188.8774800736323
016b8bfe39a83dc45c5405a1efbd8097,"background,elephant,horse,lion",3,1701.1284900848973
af0fb851c832e03c07f56475cdd32c08,"background,elephant,horse,monkey",3,1946.968326010412
fe72633c5d0f03a761948176a9dee8eb,"background,elephant,horse,sheep",3,2125.047118202094
e14d08b6de5d48e176b65e8906b1e097,"background,elephant,lion,monkey",3,1837.7832103163626
cf5e9ca76e26172f10cbfefe2dda2a60,"background,elephant,lion,sheep",3,2064.0609943749737
2535bc7ad6b8df68ac1d2069a77e5016,"background,elephant,monkey,sheep",3,2242.262772589309
5770bb209b119ed4f8ddb9eba6bf2214,"background,frog,horse,lion",3,1813.1814410920329
0f77671bbca1f6fcc148db3000fb870d,"background,frog,horse,monkey",3,2088.453807186884
fdc0d6b3a56142aa0cef85f80136c625,"background,frog,horse,sheep",3,2252.7612494046402
20be29bf72bd0c1bb97f3ef7cf8d3991,"background,frog,lion,monkey",3,1910.5218283682796
6b1aee21265f5b54788a28e7272307a0,"background,frog,lion,sheep",3,2169.3750954828092
40764989ed23704336e6b0cdb6ad0e26,"background,frog,monkey,sheep",3,2419.796894781056
29ddac8ab161620533a285eb6badcce1,"background,horse,lion,monkey",3,1914.0779554531666
cc1fb6c9462af9f4e9a96ee758229775,"background,horse,lion,sheep",3,2115.25529033342
d450032732e607efc2bdda2c94d9eeea,"background,horse,monkey,sheep",3,2323.442522673788
80b257a0ddd7a539124b5cd4f4a772ec,"background,lion,monkey,sheep",3,2210.517622033081
0aec9010d34996d23979092bacc928ea,"background,chicken,cow,dog,donkey",4,2099.609283100925
1268bb0594cd82ebc297ab412c620f35,"background,chicken,cow,dog,elephant",4,1694.6253997031004
d66ca583abb21f569f95c5b729740f1c,"background,chicken,cow,dog,frog",4,1707.901036697419
623b58253bae3f70c74e6d032467dad8,"background,chicken,cow,dog,horse",4,1774.1873346665561
026dc69c56f384d4e0b29a06022a9e36,"background,chicken,cow,dog,lion",4,1656.9952026758147
5b484b766f6fa840d6e24fbf5d6754b8,"background,chicken,cow,dog,monkey",4,1800.5650385315287
f149fa213b3b7e37f79abd152bbba2fb,"background,chicken,cow,dog,sheep",4,1971.9142648148998
87577959b74ae8a249f390e1dc69133f,"background,chicken,cow,donkey,elephant",4,2220.1602476464245
98553d5beb4da92915c9f5d757a43e38,"background,chicken,cow,donkey,frog",4,2355.8630843525652
243aff18032f97a06e6b18622c1e260f,"background,chicken,cow,donkey,horse",4,2280.884010497379
bc4dd9ebceadd88c986486f9ec6fc936,"background,chicken,cow,donkey,lion",4,2144.421355993221
9c7681e4bfb8b85c1c2912e6f96f7b55,"background,chicken,cow,donkey,monkey",4,2408.9212826314024
77e841addb91ced54e5ee0cf2d23234e,"background,chicken,cow,donkey,sheep",4,2409.4844019350303
4ce471befb57e81a4b7f7ccf5605f9d2,"background,chicken,cow,elephant,frog",4,1805.5452223107159
7c121787cf79a79e59903c78146c3d4f,"background,chicken,cow,elephant,horse",4,1786.1137117906828
45bd4b154529de40fcf6dc1ed3194af9,"background,chicken,cow,elephant,lion",4,1681.5472997121644
9907a8327d4348118d679c280b602583,"background,chicken,cow,elephant,monkey",4,1919.927328016941
e08abecd74574c95f7eafc88ed6ae776,"background,chicken,cow,elephant,sheep",4,2097.6381837732206
15a0e167c0eb58600ee35c3931a79909,"background,chicken,cow,frog,horse",4,1892.902098291887
78b6aefaa2c78aac64fa328c46470b17,"background,chicken,cow,frog,lion",4,1758.4681902874206
f6bb94f73688254b9bafe5270e20414e,"background,chicken,cow,frog,monkey",4,2005.2182794203798
a93f22e4768720adeb9efffde70f8579,"background,chicken,cow,frog,sheep",4,2200.6726622349806
dfc8ee6112e7a26deae8dea41b907016,"background,chicken,cow,horse,lion",4,1752.741320967875
f594ed1c062d53e054fca9e96d73db30,"background,chicken,cow,horse,monkey",4,2009.0807570741274
1861b296c620a2573a24e7d6a6f6bbf7,"background,chicken,cow,horse,sheep",4,2141.9126079294083
de824f9d3b460dd3effe5a0155c8f20d,"background,chicken,cow,lion,monkey",4,1863.6432746477997
eed5c8ceb25397b6217e9de73e5d877a,"background,chicken,cow,lion,sheep",4,2079.8380244081873
791bb3dbe7d788b9b970021483848dd5,"background,chicken,cow,monkey,sheep",4,2273.1648176415038
0df5f1cffcd9e308122c9866c7b318a8,"background,chicken,dog,donkey,elephant",4,2098.205270870103
12f1fb2a90b090592a13d7f41d14ca7d,"background,chicken,dog,donkey,frog",4,2209.0580961633814
3e6dcf97cea3b96e0026854380e3e892,"background,chicken,dog,donkey,horse",4,2171.518650521745
3f30f4dfd5f39ee9bf7792a5a78ecbf1,"background,chicken,dog,donkey,lion",4,2052.479773428132
9fde90e9ca8a9d501f5a143eff27627f,"background,chicken,dog,donkey,monkey",4,2245.6981428323097
5c14c6acaf9bd4bea1e105c9ee7c15d5,"background,chicken,dog,donkey,sheep",4,2243.7542729156894
bd560af35896aba0b5883161fba58223,"background,chicken,dog,elephant,frog",4,1801.370643136831
2b5fd082a8b25e310d280ec59cf5ef40,"background,chicken,dog,elephant,horse",4,1808.5198693136451
16bc252525ac63b0752c9e1495c74629,"background,chicken,dog,elephant,lion",4,1717.8477535552372
3f0fa2b0619d27fb03a76a3d3dacf6a5,"background,chicken,dog,elephant,monkey",4,1861.2653818494966
1240a9516749791db4ad620e667b7df5,"background,chicken,dog,elephant,sheep",4,2002.741940746336
97e8889f723ced098188e0020530f5bf,"background,chicken,dog,frog,horse",4,1884.1373951047533
1036f4275be48fbefa9ec6771bbd26d8,"background,chicken,dog,frog,lion",4,1766.6409152859742
e9a24d15b56c861432de8975249d63d4,"background,chicken,dog,frog,monkey",4,1925.9264275424764
a158f74134bc07ce1a11d26592c1e556,"background,chicken,dog,frog,sheep",4,2080.9971234327113
5abff28f7170672a471b8317e9602989,"background,chicken,dog,horse,lion",4,1791.7592973383194
1604dc675a0658a07708c33cec62a90c,"background,chicken,dog,horse,monkey",4,1962.353141802976
c92fa0f5476494b6c4366b29fbee0780,"background,chicken,dog,horse,sheep",4,2054.898669714039
9063eb7d22f39c5d29cf3a72d4ba9ab9,"background,chicken,dog,lion,monkey",4,1824.0595814568244
c19f9e730a3cfcf91add78e9d88b9fc2,"background,chicken,dog,lion,sheep",4,1997.9961495563746
8972416e06543559c7155c3f3cffc5e2,"background,chicken,dog,monkey,sheep",4,2141.35998532612
8f598724691fb2a6b634c665dfcffe5a,"background,chicken,donkey,elephant,frog",4,2333.434339230136
a480b953fade55952932df9db2d994e0,"background,chicken,donkey,elephant,horse",4,2259.3345401609777
04de2f12038afc92f86ffbdf13f1ab8b,"background,chicken,donkey,elephant,lion",4,2150.1243628839115
94cfee0bb6c6b958dbfd294234dc7961,"background,chicken,donkey,elephant,monkey",4,2377.254211704885
0fabbb8bb805a5138439d234a4deeb1b,"background,chicken,donkey,elephant,sheep",4,2385.726969794888
213a825109cda97978a97628f2ee4e53,"background,chicken,donkey,frog,horse",4,2413.5396612651143
53d791850b113f9f711d4540406d69f2,"background,chicken,donkey,frog,lion",4,2259.7409742790064
17f1e85729f26ddb030c9039734b7dff,"background,chicken,donkey,frog,monkey",4,2549.811257253625
55523f2b7aaa56bc94ec654396a0e215,"background,chicken,donkey,frog,sheep",4,2524.1371411974847
fcabf2d3f42c71044386a274697f6118,"background,chicken,donkey,horse,lion",4,2214.3732660654596
a5dbc4b0a8e652b8e68a6e28cf199230,"background,chicken,donkey,horse,monkey",4,2459.0469753875623
b0b764d1c6fe6c9ce8c0b744b1885e40,"background,chicken,donkey,horse,sheep",4,2449.579570770591
8fd385005069b8a3e8fa59fb4352bfe0,"background,chicken,donkey,lion,monkey",4,2304.2483670337097
74b91b79a49ee6a47e98f7203d1965ca,"background,chicken,donkey,lion,sheep",4,2311.761422493122
836bbe5a7898f9e3e022b5e3e7a6f548,"background,chicken,donkey,monkey,sheep",4,2557.968121700539
868ec92821d3fb3a0a6c3439e058f700,"background,chicken,elephant,frog,horse",4,1913.6011707461973
212296872b25816d1d97c0d83c0bcc80,"background,chicken,elephant,frog,lion",4,1809.9785851894092
ac612055a8545040ae457808b0e5d1ee,"background,chicken,elephant,frog,monkey",4,2043.7236119807392
373036b9d313224d38c1a0fdfe4625dc,"background,chicken,elephant,frog,sheep",4,2205.077027287792
08c9002f8cd38eeca0f53271e31227b9,"background,chicken,elephant,horse,lion",4,1780.5098590197208
662188a994f3af1a075e5593136c23c2,"background,chicken,elephant,horse,monkey",4,2012.216192648481
24d17a32a67dd72b7f081e3e2356b873,"background,chicken,elephant,horse,sheep",4,2146.1095283786954
125d982eaf96bf2e7df84119add00b26,"background,chicken,elephant,lion,monkey",4,1900.9806089721287
8e55347c048af75c52faec343d40265a,"background,chicken,elephant,lion,sheep",4,2083.2262931672567
dbc3c365a653927150e7f428bb93e42d,"background,chicken,elephant,monkey,sheep",4,2258.7414024099307
2bad7ab5dc0ccbfc4ef141af229d1e34,"background,chicken,frog,horse,lion",4,1890.4439280323209
2629b7baa8e608489e368ccfa443866b,"background,chicken,frog,horse,monkey",4,2148.8389201292857
ee6d83658561c8a01fffac24a6c2e78a,"background,chicken,frog,horse,sheep",4,2256.850254857375
49b38cd214aa9397205509650488394d,"background,chicken,frog,lion,monkey",4,1985.3038114325013
f5ea9b598f5e0446997ffef5f5a3b92d,"background,chicken,frog,lion,sheep",4,2175.8341434241947
3f22edd61138749bdbd4461f13dcee9c,"background,chicken,frog,monkey,sheep",4,2408.1354426976236
33be28d56911fd1811bab1ac6505c89b,"background,chicken,horse,lion,monkey",4,1984.1391260020964
8606ede387a11fffa2aff9a3a020f983,"background,chicken,horse,lion,sheep",4,2125.8184058946918
e3be327d97e4d58e78350fb2f908043f,"background,chicken,horse,monkey,sheep",4,2324.629068292466
7a97b92a5b22d8af1755ac781da78124,"background,chicken,lion,monkey,sheep",4,2218.5574319433526
e42c5123e8e9231cd8d42bc8b473af1e,"background,cow,dog,donkey,elephant",4,2050.1611729001897
c0873b04573e960758173956319764f5,"background,cow,dog,donkey,frog",4,2146.706818711408
9e97ee9beaeea65bf91cd79bcd6dc85a,"background,cow,dog,donkey,horse",4,2114.4665579352886
00eaa88f91e20d85bc6a457d1ea49442,"background,cow,dog,donkey,lion",4,2005.5865645559309
29a35ba956d2511d5dfe15a5de0299a8,"background,cow,dog,donkey,monkey",4,2175.827881510741
4163f0a816fb0e49be53eeb3a7a1e566,"background,cow,dog,donkey,sheep",4,2187.1365558360317
05008e1f8d12237b8016c80e731b6364,"background,cow,dog,elephant,frog",4,1727.4276756917577
205a0e2c6f39469fe8cbad52002c0d47,"background,cow,dog,elephant,horse",4,1736.0373421437582
794e7ac296f80ae0095e32bd445182a5,"background,cow,dog,elephant,lion",4,1657.0963811927481
1fda515032dc776debc2883b3dffd6d6,"background,cow,dog,elephant,monkey",4,1784.235129084423
715c3970eb4c0b7734f8ae871239c25d,"background,cow,dog,elephant,sheep",4,1938.8842308753685
33229b6db69dd45c391d1513395da68e,"background,cow,dog,frog,horse",4,1803.638529076797
80ae532fb115ed476df2a5d56dd5d92a,"background,cow,dog,frog,lion",4,1682.856009088035
cf709886c9141cf66e275c8a53ed6aea,"background,cow,dog,frog,monkey",4,1818.0847337056537
a37ce4060a035e1138c65b9cc543e2d4,"background,cow,dog,frog,sheep",4,2005.0113440616442
363629af2b0a71150576b20ffa635c12,"background,cow,dog,horse,lion",4,1714.4718807955735
52cda9dfde31a49b1a25ef4d73aaefa8,"background,cow,dog,horse,monkey",4,1866.1236641976054
454f402dd3b0d25726327dd4018b4da0,"background,cow,dog,horse,sheep",4,1975.8484131768191
df71651a1ea68f9a21dfad7962ff37f2,"background,cow,dog,lion,monkey",4,1737.2996405469862
055fee731e8e7d1f06a511a173080014,"background,cow,dog,lion,sheep",4,1933.5973992332563
2cda413e3664d3d10f8a377aeb160126,"background,cow,dog,monkey,sheep",4,2051.7917972722394
8a34e40a1d13506627008e5b0c57425b,"background,cow,donkey,elephant,frog",4,2280.240667897877
72c60fd234c83eb4f4888077ac6c7c3a,"background,cow,donkey,elephant,horse",4,2206.53299618826
66228c008e680ac15a249e3e58eff976,"background,cow,donkey,elephant,lion",4,2108.092042620808
ab7477dfbd05e82bf5a73d73c3baed12,"background,cow,donkey,elephant,monkey",4,2319.4592124187507
7c7fa462b51227ef7ace1f64292a3dcd,"background,cow,donkey,elephant,sheep",4,2340.348076766597
f597af1f7a8bab3ddf7ac445084e8fde,"background,cow,donkey,frog,horse",4,2357.7370800548
abf7ea574ea77644b7598c449cac9604,"background,cow,donkey,frog,lion",4,2222.5617657205344
0fe83b0927be213512eb04adebcd7a3c,"background,cow,donkey,frog,monkey",4,2487.312246217615
6d666557efbc1edd8597991f0c970a8f,"background,cow,donkey,frog,sheep",4,2484.7521179584933
7c5f0f2eddc4ae562b16f2e4fbdd0203,"background,cow,donkey,horse,lion",4,2172.1218198385604
7457c2e515375f45940aeed11c202896,"background,cow,donkey,horse,monkey",4,2397.249738794246
88663af7943ada43623c60db1820f412,"background,cow,donkey,horse,sheep",4,2411.5582149255547
af5405ab5f13f40740c799f3058feb30,"background,cow,donkey,lion,monkey",4,2266.159839038442
80042ddb647caa9f194a3646edc30204,"background,cow,donkey,lion,sheep",4,2293.7029820147754
32508872136b474e6ab5cabeaf2339f9,"background,cow,donkey,monkey,sheep",4,2508.839891306624
b6d3e631ae82cc1c999d508680696899,"background,cow,elephant,frog,horse",4,1813.3407289127001
