DANE_WRAZLIWE;Harmonogram retencji i usuwania danych osobowych;RODO art. 5;Czy organizacja posiada formalny harmonogram retencji (retention schedule) z maksymalnymi okresami przechowywania i mechanizmem automatycznego usuwania danych osobowych po ich upływie?;Czy systemy IT mają wdrożone automatyczne reguły usuwania/anonimizacji danych osobowych po upływie okresu retencji, bez ręcznej interwencji administratora, i czy proces jest logowany?;Czy wiesz, że dane osobowe klientów można przechowywać tylko przez określony czas, a potem firma musi je usunąć lub zanonimizować?;Tak;zalecane;nie
BEZPIECZENSTWO_TECH;Testy bezpieczeństwa i testy penetracyjne;NIS2 art. 21 ust. 2 lit. m / DORA art. 24-25;Czy organizacja przeprowadza regularne testy bezpieczeństwa,  testy podatności i testy penetracyjne?;Roczny plan testów z harmonogramem i zakresem, czy wyniki testów są dokumentowane?;Czy słyszałeś/aś, że ktoś z zewnątrz sprawdzał, czy systemy Twojej firmy da się zhakować?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_TECH;Monitoring i wykrywanie anomalii;NIS2 art. 21 ust. 2 lit. b / DORA art. 10;Czy organizacja wdrożyła mechanizmy ciągłego monitorowania i wykrywania anomalii w systemach krytycznych?;Czy SIEM/UEBA pokrywa 100% systemów krytycznych i generuje alerty w czasie rzeczywistym z automatycznym powiadomieniem  właściwych pracowników odpowiedzialnych za zarządzanie ryzykiem ICT?;Czy systemy IT Twojej firmy są monitorowane przez dedykowany zespół reagujący na incydenty bezpieczeństwa?;Tak;zalecane;nie
APLIKACJA;Uprawnienia i dostępy aplikacji dostawcy;DORA art. 9 / NIS2 art. 21;Czy aplikacje dostawców mają nadane wyłącznie minimalne uprawnienia niezbędne do działania zgodnie z zasadą least privilege?;Czy konta serwisowe aplikacji dostawcy mają ograniczony zakres uprawnień w AD/IAM bez dostępu do niezwiązanych systemów i są  regularnie przeglądane?;Czy wiesz, do jakich zasobów firmowych (pliki, e-maile, systemy) ma dostęp oprogramowanie zainstalowane przez zewnętrznych dostawców?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_TECH;Zasada minimalnych uprawnień;DORA art. 9 / NIS2 art. 21;Czy dostęp do systemów krytycznych jest nadawany zgodnie z zasadą least privilege i regularnie przeglądany?;Czy stosowany jest PAM z automatycznym przeglądem uprawnień co kwartał i alertowaniem przy próbach eskalacji?;Czy masz dostęp do systemów lub danych, których nie potrzebujesz do codziennej pracy?;Tak;obowiązkowe;tak
BEZPIECZENSTWO_TECH;Szkolenia i świadomość pracowników;NIS2 art. 21 ust. 2 lit. g;Czy pracownicy przechodzą regularne szkolenia z cyberbezpieczeństwa?;Czy szkolenia są dostosowane do roli (IT vs. biznes vs. zarząd) i czy mierzona jest ich skuteczność np. przez symulowane ataki phishingowe?;Czy w ostatnich 12 miesiącach dostałeś/aś podejrzany e-mail, który okazał się testem bezpieczeństwa od działu IT?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_TECH;Offboarding (usuwanie dostępu);DORA art. 9;Czy istnieje udokumentowany proces dezaktywacji kont przy odejściu pracownika?;Czy offboarding jest zautomatyzowany i dezaktywuje wszyskie konta w dniu odejścia pracownika bez konieczności ręcznej akcji administratora w poszczególnych systemach?;Czy wiesz, że gdy pracownik odchodzi z firmy, jego dostęp do wszystkich systemów powinien być zablokowany tego samego dnia?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_TECH;Bezpieczeństwo e-mail i załączników;RODO art. 32 / NIS2 art. 21;Czy organizacja posiada politykę regulującą wysyłanie danych wrażliwych przez e-mail i wymóg szyfrowania załączników?;Czy system pocztowy stosuje DLP automatycznie wykrywający i blokujący wysyłkę wiadomości z danymi wrażliwymi bez szyfrowania? Jeśli brak DLP lub równoważnego zaznacz nie.;Czy zdarzyło Ci się wysłać e-mailem plik z danymi klientów np. plik Word z umową bez dodatkowego szyfrowania (hasło do archiwum)?;Tak;zalecane;nie
APLIKACJA;Dostęp zdalny dostawcy (remote access);DORA art. 28;Czy zdalny dostęp dostawcy do tej aplikacji jest kontrolowany, logowany i ograniczony czasowo?;Czy stosowany jest mechanizm JIT wymagający jawnej akceptacji każdej sesji zdalnej więc dostawca nie ma stałego dostępu do systemu?;Czy przy każdym serwisie aplikacji  przez zewnętrznego dostawcę nadajesz mu jednorazowy dostęp i odbierasz go po zakończeniu prac (wyrażasz zgodę na zalogowanie do systemu, przejęcie sesji, etc)?;Tak;obowiązkowe;nie
APLIKACJA;Rejestr zasobów ICT (CMDB);DORA art. 8;Czy aplikacja figuruje w oficjalnym rejestrze zasobów ICT z przypisaną klasyfikacją krytyczności i właścicielem?;Czy posiadasz rejestrze zasobów ICT, w którym jest załączony raport klasyfikujący system jako krytyczny?;Czy wiesz, kto jest właścicielem tej aplikacji w organizacji, czyli kto odpowiada za jej bezpieczeństwo i aktualizacje?;Tak;obowiązkowe;tak
APLIKACJA;Retencja i ochrona logów aplikacji;DORA art. 10 / NIS2 art. 21;Czy logi aplikacji są centralnie agregowane i przechowywane przez wymagany okres, chronione przed modyfikacją?;Czy logi są w immutable storage (WORM) przez co najmniej 12 miesięcy i agregowane w SIEM (lub równoważnym)?;Czy jeśli poprosisz IT/administratora o historię Twojej aktywności w systemie to czy taką historie otrzymasz za ostanie 12 miesięcy?;Tak;obowiązkowe;nie
APLIKACJA;Szyfrowanie komunikacji (TLS);DORA art. 9 / NIS2 art. 21 lit. h / RODO art. 32;Czy komunikacja aplikacji jest szyfrowana przy użyciu TLS 1.2 lub nowszego? Jeśli nie dotyczy zaznacz tak.;Czy skanowanie konfiguracji potwierdza brak przestarzałych protokołów (TLS 1.0/1.1, SSL) i poprawność certyfikatów?  Jeśli nie dotyczy zaznacz tak.;Czy gdy logujesz się do tej aplikacji przez przeglądarkę, adres zaczyna się od https:// w przeglądarce? Jeśli nie dotyczy (czyli nie jest to aplikacja uruchamiana przez przeglądarkę), zaznacz tak.;Tak;obowiązkowe;nie
APLIKACJA;MFA dla wszystkich użytkowników;DORA art. 9 / NIS2 art. 21;Czy MFA jest obowiązkowe dla wszystkich kont (w szczególności uprzywilejowanych i zdalnego dostępu)?;Czy MFA jest obowiązkowe dla wszystkich kont (w szczególności uprzywilejowanych i zdalnego dostępu)?;Czy za każdym razem logując się do tej aplikacji musisz wpisując dodatkowy kod (z sms, email) lub potwierdzenia w telefonie?;Tak;obowiązkowe;tak
APLIKACJA;Zarządzanie hasłami i polityką haseł;NIS2 art. 21 / DORA art. 9;Czy organizacja stosuje formalną politykę haseł  (minimalna długość, złożoność, zakaz ponownego użycia)?;Czy polityka haseł jest wymuszana technicznie przez IdP/AD - niemożliwa do obejścia przez użytkownika?;Czy system zmusza Cię do zmiany hasła po określonym czasie i blokuje użycie poprzednich haseł?;Tak;obowiązkowe;
APLIKACJA;Backup;DORA art. 12 / NIS2 art. 21 ust. 2 lit. c;Czy kopie zapasowe są przechowywane w geograficznie odrębnej lokalizacji, retencja spełnia wymogi regulacyjne, a procedura odtwarzania jest regularnie testowana z dokumentacją wyników?;Czy backup jest immutable (WORM), izolowany od sieci produkcyjnej (air-gap), RTO/RPO zdefiniowane i weryfikowane empirycznie?;Czy wiesz, jak szybko Twoja firma mogłaby przywrócić ten system po awarii i czy było to kiedykolwiek sprawdzane w praktyce?;Tak;obowiązkowe;tak
APLIKACJA;Zarządzanie podatnościami;NIS2 art. 21 ust. 2 lit. m / DORA art. 9;Czy organizacja posiada formalny proces skanowania podatności CVE i patch managementu z udokumentowanymi terminami?;Czy skaner podatności (Qualys, Tenable, Nessus) jest uruchamiany co najmniej miesięcznie na systemach krytycznych i czy wyniki są przypisane do właściciela z terminem naprawy?;Czy Twój komputer i oprogramowanie są regularnie aktualizowane automatycznie?;Tak;obowiązkowe;
CHMURA;Dokumentacja DPIA dla przetwarzania w chmurze;RODO art. 35;Czy przed uruchomieniem tego systemu chmurowego przeprowadzono i udokumentowano ocenę skutków dla ochrony danych (DPIA), a dokument ten jest aktualny (aktualizowany przy każdej istotnej zmianie systemu lub dostawcy)?;Czy w repozytorium dokumentacji (np. Confluence, SharePoint) istnieje aktualny dokument DPIA dla tego systemu (zawierający opis przepływów danych osobowych, zidentyfikowane ryzyka i zastosowane środki techniczne) oraz czy dokument był aktualizowany po ostatniej istotnej zmianie infrastruktury lub dostawcy?;Czy przed uruchomieniem systemu, ktoś w firmie sprawdził i zapisał na papierze, jakie dane osobowe/poufne są w nim przechowywane i czy są odpowiednio chronione?;Tak;obowiązkowe;tak
CHMURA;Szyfrowanie at-rest poza natywnymi funkcjami dostawcy;DORA art. 9 / RODO art. 32;Czy dane organizacji przechowywane w systemie są szyfrowane w sposób, który uniemożliwia dostawcy chmurowemu samodzielne odszyfrowanie tych danych, tzn. czy klucze szyfrujące są kontrolowane wyłącznie przez organizację, a nie przez dostawcę?;Czy szyfrowanie at-rest dla tego systemu jest realizowane w modelu HYOK (klucz generowany i przechowywany wyłącznie w infrastrukturze organizacji: on-premise HSM lub external KMS poza chmurą dostawcy)?;Czy „sejf z kluczami" do zaszyfrowanych danych firmowych należy wyłącznie do Twojej firmy i jest poza zasięgiem dostawcy chmury?;Tak;zalecane;nie
CHMURA;Kary umowne dla dostawcy (NIS2/DORA);NIS2 art. 34 / DORA art. 30;Czy umowa z dostawcą chmury zawiera klauzulę kar umownych na wypadek, gdy incydent po stronie dostawcy doprowadzi do nałożenia sankcji administracyjnych (kar finansowych) na organizację przez organ regulacyjny (KNF, UKNF, UODO) na podstawie przepisów NIS2 lub DORA?;Czy w umowie z dostawcą (MSA, DPA lub załączniku bezpieczeństwa) istnieje klauzula odpowiedzialności i regresu, tzn. czy organizacja może dochodzić zwrotu kary zapłaconej KNF/UODO, jeśli jej przyczyną był błąd lub zaniedbanie dostawcy?;Czy wiesz, że jeśli dostawca systemu spowoduje wyciek danych klientów, to Twoja firma (nie dostawca) może dostać karę od regulatora?;Tak;zalecane;nie
CHMURA;Prawo do audytu dostawcy chmury;DORA art. 30 ust. 2 lit. f / RODO art. 28 ust. 3 lit. h;Czy umowa z dostawcą chmury zapewnia organizacji prawo do przeprowadzenia audytu (samodzielnie lub przez wyznaczonego audytora zewnętrznego) w zakresie spełnienia wymagań bezpieczeństwa i zgodności, w tym audytu na miejscu (onsite)?;Czy umowa z dostawcą chmury zawiera prawo do przeprowadzenia audytu onsite (samodzielnie lub przez wyznaczonego audytora zewnętrznego) bez możliwości zastąpienia go wyłącznie raportem dostawcy?;Czy wiesz, że Twoja firma ma prawo skontrolować dostawcę chmury i sprawdzić na miejscu, czy Wasze dane są naprawdę bezpieczne?;Tak;obowiązkowe;tak
CHMURA;Procedura reagowania na incydenty po stronie dostawcy;DORA art. 19 ust. 3 / NIS2 art. 23 ust. 4;Czy umowa z dostawcą chmury określa maksymalny czas powiadomienia organizacji o incydencie bezpieczeństwa po stronie dostawcy i czy czas ten umożliwia organizacji dotrzymanie własnego obowiązku zgłoszenia do CSIRT/KNF w ciągu 24 godzin?;Czy umowa z dostawcą chmury jednocześnie spełnia wszystkie trzy poniższe warunki: dostawca musi powiadomić organizację o incydencie bezpieczeństwa w ciągu maksymalnie 12 godzin od jego wykrycia, oraz powiadomienie trafia do wyznaczonej osoby lub funkcji (CISO, SOC, punkt kontaktowy ds. bezpieczeństwa) ORAZ powiadomienie zawiera minimalny zakres informacji: opis zdarzenia, wstępną ocenę wpływu na dane organizacji oraz podjęte działania zaradcze?;Czy wiesz, kto w Twojej firmie odbiera powiadomienia o awariach lub atakach od dostawcy chmury?;Tak;obowiązkowe;nie
CHMURA;Izolacja danych między klientami (multi-tenancy);DORA art. 9 / RODO art. 32 / ISO 27017;Czy dostawca chmury zapewnia pełną logiczną izolację danych organizacji od danych innych klientów (tenantów) i czy organizacja posiada dokumentację potwierdzającą mechanizmy tej izolacji?;Czy dostawca chmury zapewnia pełną logiczną izolację danych organizacji od danych innych klientów, tzn. czy dane organizacji są przechowywane w oddzielnej bazie danych, oddzielnym schemacie lub oddzielnej przestrzeni wirtualnej przypisanej wyłącznie do organizacji, a nie współdzielonej tabeli z izolacją wyłącznie na poziomie filtrowania wierszy?;Czy wiesz, że współdzielenie infrastruktury chmurowej z innymi firmami może stanowić ryzyko dla bezpieczeństwa Waszych danych?;Tak;obowiązkowe;nie
TIA;Transfer Impact Assessment (TIA RODO);RODO art. 46 / EDPB 05/2021;Czy dla każdego transferu opartego na SCC przeprowadzono TIA oceniający, czy prawo państwa docelowego nie podważa ochrony gwarantowanej przez SCC?;Czy TIA obejmuje praktykę stosowania prawa - żądania rządowe, Transparency Reports dostawcy, historię ujawnień?;Czy wiesz, że wysyłając dane do systemu w USA, Twoja firma musi sprawdzić, czy amerykańskie prawo nie pozwoli rządowi USA na dostęp do tych danych bez zgody?;Tak;obowiązkowe;tak
TIA;Umowa powierzenia przetwarzania (DPA);RODO art. 28;Czy z każdym dostawcą przetwarzającym dane osobowe poza EOG podpisano umowę powierzenia zgodną z RODO art. 28?;Czy DPA jest uzupełniona o aktualne SCC z 2021 r. i TIA - i czy wszystkie trzy dokumenty są traktowane jako pakiet?;Czy wiesz, że zanim firma może przekazać dane klientów zewnętrznemu dostawcy, musi podpisać z nim specjalną umowę określającą, jak te dane będą chronione?;Tak;obowiązkowe;tak
TIA;Oświadczenia o nieprzekazywaniu danych poza EOG;RODO art. 28 ust. 2;Czy organizacja posiada pisemne oświadczenie od dostawcy o nieprzekazywaniu danych poza EOG - obejmujące backupy, logi i metadane?;Czy oświadczenie jest technicznie weryfikowalne - czy organizacja ma narzędzia potwierdzające, że żaden ruch z danymi klientów nie wychodzi poza EOG?;Czy wiesz, że Twoja firma powinna być w stanie udowodnić (nie tylko obiecać), że dane klientów nie opuszczają Europy?;Tak;obowiązkowe;nie
TIA;Ryzyko eksterytorialnego dostępu (Cloud Act);RODO art. 48 / Cloud Act 2018 / FISA 702;Czy przeprowadzono ocenę ryzyka Cloud Act i czy umowa zobowiązuje dostawcę do kwestionowania takich żądań i powiadamiania organizacji?;Czy architektura technicznie uniemożliwia dostawcy dostęp do danych w plaintext - przez HYOK, Confidential Computing lub External KMS?;Czy wiesz, że jeżeli firma korzysta z chmury amerykańskiej, serwery w Polsce nie chronią przed żądaniem rządu USA o wydanie danych?;Tak;zalecane;nie
DOSTAWCY;Retencja i ochrona logów systemów krytycznych;DORA art. 10 / NIS2 art. 21;Czy logi systemów krytycznych są przechowywane przez wymagany okres i chronione przed modyfikacją zgodnie z DORA i NIS2?;Czy logi są przechowywane w immutable storage (WORM) przez co najmniej 12 miesięcy i centralnie agregowane w SIEM?;Czy system przechowuje historię tego, kto i kiedy miał dostęp do danych przez okres co najmniej 12miesięcy?;Tak;obowiązkowe;nie
DOSTAWCY;Due diligence i ocena ryzyka dostawcy;DORA art. 28 / EBA/GL/2019/02;Czy przed zawarciem umowy z krytycznym dostawcą ICT przeprowadzane jest due diligence zgodne z DORA art. 28?;Czy ocena obejmuje certyfikaty (ISO 27001, SOC 2), lokalizację danych, sub-procesorów, wyniki pen-testów i scenariusze exit?;Czy wiesz, że zanim firma podpisze umowę z nowym dostawcą systemu IT, powinna sprawdzić, czy ten dostawca jest bezpieczny - tak jak sprawdza się referencje nowego pracownika?;Tak;obowiązkowe;tak
DOSTAWCY;Prawa audytu dostawcy (również onsite);DORA art. 30 ust. 2 lit. f / EBA/GL/2019/02;Czy umowa z dostawcą zapewnia prawa audytu,również onsite: czy ten zapis jest w umowie?;Czy organizacja ma dostęp do logów infrastrukturalnych, konfiguracji bezpieczeństwa i wyników pen-testów środowiska dostawcy?;Czy osoba odpowiedzialna może pokazać ostatni raport z audytu tego dostawcy z datą i potwierdzeniem zaadresowania obserwacji?;Tak;obowiązkowe;nie
DOSTAWCY;Transfer Impact Assessment (TIA);DORA art. 28 / Komunikat UKNF 2020;Czy przeprowadzono TIA dla tego węzła łańcucha i czy dokumentacja jest dostępna dla KNF?;Czy TIA obejmuje mapę usług chmurowych, klasyfikację krytyczności, scenariusze awarii kaskadowej i ryzyko koncentracji?;Czy wiesz, że firma musi formalnie ocenić, co się stanie, gdy dostawca systemu, z którego korzystasz, ulegnie awarii lub zostanie zaatakowany?;Tak;obowiązkowe;nie
EXIT_PLAN;Istnienie i zatwierdzenie exit planu;DORA art. 28 ust. 2 lit. f;Czy dla systemu istnieje formalny, zatwierdzony przez zarząd exit plan, traktowany jako dokument żywy aktualizowany przy każdej istotnej zmianie?;Czy exit plan zawiera konkretne kroki techniczne, narzędzia migracyjne i sekwencje wyłączeń?;Czy Twoja firma ma gotowy plan działania na wypadek awarii lub zaprzestania usług przez dostawcę tej aplikacji?;Tak;obowiązkowe;tak
EXIT_PLAN;Kompletność i możliwość eksportu danych;DORA art. 30 ust. 2 lit. h;Czy exit plan gwarantuje pełny eksport danych w otwartym formacie bez uzależnienia od narzędzi własnościowych dostawcy?;Czy dla tego systemu zdefiniowano i przetestowano procedurę eksportu pełnego zbioru danych do formatu niezależnego od dostawcy, a czas i kompletność eksportu są udokumentowane w ramach testów ciągłości działania (BCP/DRP)?;Czy dane z systemu można pobrać w całości i otworzyć np. w Excelu lub innym standardowym programie?;Tak;obowiązkowe;nie
EXIT_PLAN;Czas i koszty wyjścia (RTE);DORA art. 28;Czy exit plan zawiera udokumentowany czas pełnej migracji (RTE) i koszty wyjścia zatwierdzone przez zarząd?;Czy istnieje udokumentowana I przetestowana analiza kosztów i czasu wyjścia (exit strategy) obejmująca: czas migracji danych, koszt wdrożenia alternatywnego systemu, koszty równoległego utrzymania obu środowisk oraz ryzyko utraty ciągłości działania?;Czy wiesz, ile czasu zajęłoby Twojej firmie przejście na inny system, gdyby obecny dostawca przestał działać?;Tak;informacyjne;nie
EXIT_PLAN;Alternatywny dostawca i przenośność usługi;DORA art. 28;Czy organizacja zidentyfikowała co najmniej jednego alternatywnego dostawcę mogącego przejąć funkcję i oceniła jego zdolność do onboardingu?;Czy architektura systemu jest zaprojektowana z myślą o przenośności - otwarte standardy, brak vendor lock-in na poziomie formatu i API?;Gdyby firma, od której kupujemy ten system przestała działać czy Twoja organizacja ma już na liście inną firmę, która mogłaby przejąć tę usługę?;Tak;zalecane;nie
EXIT_PLAN;Bezpieczne usunięcie danych u dostawcy po wyjściu;RODO art. 28 ust. 3 lit. g / DORA art. 30;Czy exit plan zawiera procedurę weryfikacji bezpiecznego usunięcia wszystkich danych organizacji z infrastruktury dostawcy po migracji?;Czy umowa zobowiązuje dostawcę do certyfikatu zniszczenia danych obejmującego kopie zapasowe, logi i dane archiwalne?;Czy wiesz, że gdy firma kończy współpracę z dostawcą, powinna dostać pisemne potwierdzenie, że wszystkie dane zostały usunięte?;Tak;obowiązkowe;nie
EXIT_PLAN;Testowanie exit planu;DORA art. 28;Czy exit plan jest testowany co najmniej raz w roku z udokumentowanymi wynikami dostępnymi dla audytorów?;Czy exit plan jest testowanyobejmując rzeczywistą próbę eksportu i importu danych do środowiska zastępczego?;Czy możesz poprosić dział IT o zestawienie lub raport z danych systemu i otrzymać go w rozsądnym czasie?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_FIZYCZNE;Bezpieczeństwo fizyczne centrów danych;DORA art. 9 / NIS2 art. 21;Czy polityki bezpieczeństwa fizycznego centrów danych spełniają wymogi poufności, integralności danych, bezpieczeństwa dostępu fizycznego oraz ochronę przez zagrożeniami naturalnymi?;Czy stosowana jest kontrola dostępu fizycznego (karty, biometria), CCTV i monitoring środowiskowy z alertowaniem 24/7?;Czy wejście do serwerowni wymaga zgody administratora i jest każdorazowo rejestrowane?;Tak;obowiązkowe;tak
BEZPIECZENSTWO_FIZYCZNE;Kontrola dostępu fizycznego do obiektów;DORA art. 9 / NIS2 art. 21;Czy organizacja posiada formalną politykę kontroli dostępu fizycznego do obiektów przetwarzających dane?;Czy dostęp do serwerowni jest kontrolowany z logowaniem każdego wejścia - czy wystarczy klucz mechaniczny bez rejestracji?;Czy aby wejść do serwerowni, musisz użyć karty/klucza lub przejść weryfikację?;Tak;obowiązkowe;tak
BEZPIECZENSTWO_FIZYCZNE;Strefy bezpieczeństwa i segmentacja fizyczna;NIS2 art. 21 / ISO 27001 A.11;Czy obiekty są podzielone na strefy bezpieczeństwa z różnymi poziomami dostępu: strefa publiczna, biurowa, techniczna, krytyczna?;Czy przejście między strefami wymaga oddzielnej autoryzacji co oznacza, że osoba z dostępem do biura nie ma dostępu do serwerowni lub innych pomieszczeń krytycznych?;Czy gość lub dostawca, który przyszedł do biura nie może swobodnie chodzić po budynku (jest zawsze asystowany)?;Tak;zalecane;nie
BEZPIECZENSTWO_FIZYCZNE;Monitoring CCTV i rejestracja wideo;RODO art. 5 ust. 1 lit. e / NIS2 art. 21;Czy obiekty krytyczne są objęte monitoringiem CCTV z retencją nagrań zgodną z polityką bezpieczeństwa i RODO?;Czy kamery obejmują wszystkie punkty wejścia do stref krytycznych, a nagrania są chronione przed modyfikacją?;Czy obszary w przedsiębiorstwie, krytyczne dla działnia Twojej firmy, są monitorowany kamerami?;Tak;zalecane;nie
BEZPIECZENSTWO_FIZYCZNE;Zasilanie i redundancja energetyczna;DORA art. 11 / NIS2 art. 21;Czy obiekty krytyczne posiadają redundantne zasilanie z co najmniej dwóch niezależnych źródeł oraz UPS?;Czy UPS i generator są regularnie testowane pod obciążeniem - nie tylko w trybie symulacji?;Czy podczas awarii zasilania system działał wystarczająco długo, żebyś mógł/mogła zapisać swoją pracę?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_FIZYCZNE;Wynoszenie i transport urządzeń;RODO art. 32 / NIS2 art. 21;Czy organizacja posiada procedurę wynoszenia urządzeń poza siedzibę z rejestrem wydanych urządzeń?;Czy wszystkie urządzenia przenośne mają szyfrowanie całego dysku aktywowane przymusowo i możliwość zdalnego wyczyszczenia?;Czy gdybyś zgubił/a służbowego laptopa w pociągu - wiesz, co zrobić w ciągu pierwszych 30 minut i do kogo zadzwonić?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_FIZYCZNE;Niszczenie i utylizacja nośników danych;RODO art. 5 / NIS2 art. 21;Czy organizacja posiada procedurę bezpiecznego niszczenia nośników danych (dysków, pendrive'ów, wydruków)?;Czy dyski są niszczone fizycznie lub nadpisywane skuteczną metodą przed utylizacją?;Czy przed oddaniem laptopa do IT masz pewność, że Twoje dane zostaną z niego bezpiecznie usunięte?;Tak;obowiązkowe;nie
BEZPIECZENSTWO_FIZYCZNE;Ochrona przed kradzieżą i sabotażem fizycznym;NIS2 art. 21 / ISO 27001 A.11;Czy organizacja wdrożyła środki ochrony przed kradzieżą i fizycznym sabotażem: alarmy, szafy rack zamykane na klucz, kable zabezpieczające?;Czy serwery są fizycznie zabezpieczone przed podłączeniem zewnętrznych nośników - zablokowane porty USB i zamknięte szafy rack?;Czy gdy umieścisz pendrive w komputeerze system zabroni  odczytu danych bez zgody administratora?;Tak;zalecane;nie
